PEAK,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
88,-1,0,0,1,1,0,0,-1,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,1,0,0,-1,-1
89,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,0,1,1,1,1,0,0,0,-1,-1,0,0,-1,1,0,1,0,0,0,0,1,-1,1,0,1,-1,0,0,1,0,0,1,1,1,-1,1,0,0,1,0,0
90,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,-1,0,0,0,0,-1
91,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,-1,-1,-1,0,0,1,0,-1,-1,1,-1,0,0,1,0,-1,0,0,1,1,-1,1,0,0,0,0,0,1,-1,-1,0,0,1,-1,0,-1,-1,0,0,0,0,0,0,-1,-1,0,0,0,0
92,0,-1,1,1,-1,0,0,0,0,0,-1,0,0,-1,0,0,1,0,0,-1,1,1,0,1,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,-1,0,-1,0,1,0,0,1,-1,0,0,0,0,1,0,0,-1,1,0,-1,0,0,0,0,0
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,-1,0
94,-1,0,0,0,1,-1,-1,0,0,-1,0,1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,1,-1,1,0,0,0,0,1,1,0,1,0,-1,0,1,-1,1,1,0,0,0,1,1,1,0,-1,-1,0,1,0,0,0,0,0,-1,0
95,1,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,-1,1,1,1,0,1,0,0,0,0,1,-1,0,-1,-1,0,-1,0,-1,-1,-1,1,0,0,1,0,0,-1,0,1,1,0,-1,-1,-1,-1
96,1,0,-1,1,0,0,1,0,0,1,0,0,0,0,-1,1,1,0,0,0,0,0,-1,0,-1,-1,0,1,0,0,0,0,-1,0,1,0,-1,0,1,0,1,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
97,0,1,1,0,0,0,-1,-1,0,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,1,0,0,0,0,0
98,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,-1,1,0,-1,0,-1,0,1,0,-1,0,1,1,-1,-1,0,0,0,0,1,0,1,0,1,0,0
99,1,1,0,0,0,1,0,0,0,0,0,0,1,0,-1,0,-1,0,-1,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,1,0,0,1,0,1,-1,1,-1,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
100,-1,0,0,1,0,-1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,1,0,0,0,0,0,-1,0,1,0,0,-1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,-1,0,0,1,0
101,0,1,0,0,0,0,-1,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,-1,0,1,1,0,0,0,-1,0,0,0,1,1,-1,-1,1,0,-1,0,0,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
102,0,0,0,1,0,0,-1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,-1,1,-1,1,0,0,1,-1,0,0,1,0,1,0,0,0,1,-1,-1,0,1,0,0,-1,0,0,-1,0,0,0,0,1,0,0,0,0,1,1,-1,0,1,1,0
103,0,0,-1,0,0,0,0,0,0,0,1,-1,0,0,-1,0,0,-1,0,0,0,0,1,-1,1,0,0,0,1,0,-1,-1,1,-1,1,0,0,-1,1,-1,-1,0,0,0,0,-1,0,1,1,-1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0
104,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,1,0,1,0,1,-1,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,-1,1,0,1,0,0,0,0,-1,1,-1,0,0,0,0,0,1,-1,0,1
105,1,0,0,-1,-1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,-1,0,1,0,1,-1,0,0,1,0,-1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,-1,1,0,0,0,0,0,0,0,1,0,0,-1,0,0,-1,0,0,-1,0
106,-1,-1,0,-1,0,0,-1,-1,1,0,1,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,1,0,0,0,0,1,0,0,0,1,-1,1,0,0,0,0,-1,0,0,0,-1,0,0,1,1,1,0,1,-1,1,0,-1,0,0,0,0,0,0,-1,0
107,0,0,0,0,0,0,0,-1,0,0,0,1,1,-1,0,1,0,1,0,1,0,0,1,0,0,0,-1,1,0,0,0,1,0,0,-1,0,-1,-1,0,0,0,-1,0,-1,0,0,0,-1,-1,0,0,0,-1,-1,0,0,0,0,1,1,0,0,0,0
108,-1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1,0,0,-1,1,0,0,0,-1,0,0,-1,0,1,1,-1,0,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,0,-1,0,0,-1,1,1,0,-1,0,0,0,1,0,0,0,-1
109,0,0,1,1,0,0,0,1,-1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,-1,0,0,0,0,-1,0,0,0,0,1,0,0,0,1,0,0,-1,-1,0,-1,-1,0,0,1,1,0,0,-1,0,0,0,1,0,-1,0,1,0,0,1
110,0,1,0,0,0,-1,0,0,0,0,0,1,0,-1,1,0,0,0,-1,0,0,0,0,1,0,-1,-1,1,1,-1,0,0,0,1,0,0,0,-1,0,0,0,-1,0,0,0,1,0,0,0,1,0,1,0,0,0,-1,0,0,0,1,0,1,0,0
111,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,-1,0,0,0,0,0,0,0,-1,0,1,-1,0,0,0,1,-1,0,1,0,-1,0,0,0,0,-1,0,-1,1,-1,1,0,0,0,0,0,0,0,-1,0,0,0,0,0
112,0,-1,0,1,1,0,0,0,1,0,0,-1,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,1,-1,1,1,-1,0,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,-1
113,1,-1,1,0,1,0,0,0,1,-1,0,-1,0,1,0,0,1,1,0,1,0,-1,0,0,0,1,0,0,0,1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,-1,0,0,0,0,0,0,0,0,-1
114,-1,0,0,-1,0,-1,0,1,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,-1,-1,-1,0,0,0,1,0,-1,-1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,-1,0,0,-1,-1,-1,0,0,-1,1,0
115,-1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-1,-1,0,0,0,0,0,-1,0,0,-1,1,1,0,0,0,-1,0,-1,-1,0,1,0,0,0,0,1,0,0,0,1,-1,0,1,0,0,0,0,0
116,0,0,-1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,-1,-1,1,0,0,1,1,1,0,0,-1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
117,0,0,1,-1,0,0,0,0,0,0,1,0,1,0,0,-1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,-1,0,-1,1,0,0,0,1,-1,-1,1,-1,1,-1,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,-1
118,1,0,1,-1,0,-1,-1,-1,0,0,-1,-1,0,0,0,0,0,0,1,1,0,-1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,-1,0,1,1,-1,0,0,0,0,0,0,-1,1,-1,-1,0
119,0,0,0,1,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
120,1,1,0,1,-1,-1,0,1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,-1
121,-1,0,-1,1,-1,0,-1,0,0,0,0,0,0,0,0,0,1,1,-1,1,-1,0,0,0,0,0,0,0,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
122,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,-1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-1,0,-1,0,1,1,0,1,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1
123,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,1,0,-1,-1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,-1,-1,0,0,-1
124,0,0,-1,0,0,-1,1,0,-1,0,0,0,0,0,0,1,0,1,1,-1,-1,-1,0,0,0,1,0,0,0,0,0,1,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,1,1,0,1,0,0,0,0,1
125,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,0,0,-1,0,0,-1,0,0,-1,1,0,-1,-1,1,1,0,0,0,0,0,-1,1,-1,0,0,0,-1,0,0,1,0,-1,0,0,0,0,0,1,0,0,0,0,-1,1
126,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,1,0,0,0,1,-1,0,0,1,0,0,-1,0,1,0,0,0,0,0,0,0,0,1,0,0,-1,-1,0,-1,-1,0,1,-1
127,1,-1,0,0,0,0,0,1,0,0,0,-1,1,1,1,-1,0,0,-1,0,1,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,1,1,0,-1,0,0,0,0,-1
128,0,0,0,0,0,1,0,-1,0,0,0,-1,0,0,0,1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,1,0,1,-1,0,0,0,0,-1,1,0,1,0,0,0,-1,0,1,0,0,0
129,1,1,-1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,-1,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
130,0,0,0,-1,0,1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,0,-1,-1,0,0,-1,1,0,-1,-1,-1,0,-1,-1,0,0,-1,1,0,0,0,0,0,0,1,0,0,1,0,-1,0,0,0,0,0,-1,1,-1,1,0,1
131,0,1,0,0,-1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,-1,1,0,-1,0,0,0,0,-1,-1,0,-1,-1,-1,0,0,1,0,0,1,0,-1,0,0,1,0,0,0,1,-1,0
132,0,0,0,0,0,-1,-1,-1,0,0,0,-1,0,1,0,0,1,0,1,0,-1,0,1,-1,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,-1,0,0,0,0,0,1,0,0,-1,0,0,0,1,0,0,0,0,0,0,-1,0,0
133,-1,0,1,0,0,1,0,0,0,1,0,0,1,-1,-1,1,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,1,0,-1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,-1,1,-1,0,0,-1,0,-1,0,1,0,0,0,-1,0,0
134,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,-1,0,1,0,-1,0,0,-1,0,0,0,1,0,0,0,0,1,0,0,0,0,-1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,-1,0,1,0,0,0,0,0,0,0
135,0,0,0,1,1,0,0,0,0,0,0,-1,0,0,0,-1,0,-1,0,-1,1,0,1,-1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,0,1,0,1,1,1,1,0,0,0,0
136,1,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,-1,0,1,0,0,0,-1,0,1,0,0,0,0,0,-1,0,1,0,-1,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1
137,0,1,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,1,0,0,1,0,-1,1,1,0,0,0,0,-1,-1,-1,0,0,0,1,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,-1
138,-1,0,0,0,0,0,0,-1,0,0,0,0,1,1,-1,0,0,0,0,0,1,-1,1,0,0,-1,0,0,0,-1,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,1,0
139,0,0,0,0,1,0,0,0,0,0,-1,1,-1,1,0,0,0,0,1,-1,-1,0,0,0,0,-1,-1,0,1,0,-1,0,0,0,0,1,0,-1,0,0,-1,0,0,0,0,0,1,0,0,-1,0,0,1,0,1,-1,-1,1,0,0,-1,0,0,0
140,-1,0,-1,1,0,0,-1,0,1,-1,1,0,0,0,0,0,-1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,-1,0,1,0,0,1,0,0,0,-1,0,1,0,1,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1,-1
141,0,0,1,0,0,0,0,-1,0,0,0,0,1,0,1,0,1,0,-1,0,0,0,1,-1,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,-1,-1,0,0,-1,0,1,0,-1,0,0,0,0,-1,0,-1,0,0,0,1,-1,0,-1,0,1
142,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,-1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,-1,0,-1,1,0,-1,0,0,1,0,0,0,0,1,0,-1,0,1,0,-1,0,0,0,-1
143,1,0,0,-1,0,1,0,-1,1,-1,-1,0,0,0,0,-1,0,1,0,0,0,0,1,0,-1,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,-1,1,0,0,0
144,0,0,0,1,1,-1,0,0,0,0,0,1,1,0,-1,-1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,-1,-1,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,1,0,0,-1,0,0,0,0,-1,0,1,0,0
145,0,-1,0,1,0,0,1,1,0,-1,0,0,1,0,-1,-1,1,0,0,1,-1,0,0,1,0,0,0,1,0,0,0,1,0,0,-1,-1,0,0,0,0,0,0,0,-1,-1,0,1,-1,0,1,0,0,-1,-1,0,0,0,-1,0,0,-1,1,0,-1
146,1,0,0,0,0,1,0,-1,0,0,-1,-1,1,-1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-1,-1,-1,0,0,1,0,0,0,0,0,0,1,0,1,-1,1,-1
147,0,-1,1,1,0,0,0,0,0,-1,1,1,0,0,0,-1,-1,1,0,1,0,0,0,0,-1,0,0,0,0,-1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,-1,-1,0,0,0,-1,1,0,0,-1,0,-1,0,0,0,0
148,1,0,-1,1,1,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,-1,1,0,0,1,0,1,0,0,0,0,1,-1,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,1,0,1,-1,0,0,0,0,1,0
149,0,0,-1,0,0,1,1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,-1,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,-1,0,0,1,-1,-1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0
150,0,0,0,-1,0,0,-1,-1,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,-1,0,0,-1,1,0,0,0,0,1,0,0,0,0,0,-1,1,-1,-1,0,1,1,-1,0,0,0,0,0,-1,0
151,-1,0,-1,0,0,0,1,0,0,0,0,0,0,0,1,-1,0,0,0,1,0,0,0,1,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,-1
152,1,1,0,0,0,-1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,-1,0,0,0,0,-1,-1,1,-1,0,0,0,-1,-1,0,0,0,-1,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,-1,1,0,0,0
153,0,1,0,-1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1
154,0,0,-1,-1,1,1,0,-1,0,0,0,-1,0,-1,1,1,0,-1,0,1,0,0,0,0,0,1,0,0,1,1,-1,0,0,0,-1,0,-1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,-1,1,0,0,1,-1,0,0,1,1,0,0
155,0,-1,0,0,1,0,1,1,-1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,-1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,-1,-1,-1,0,0,0,-1,0,0,-1,0,0
156,0,-1,-1,0,-1,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,1,0,-1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,-1,1,0,0,0,0,-1,0,-1,-1,1,0,0,0,0,0
157,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,-1,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,1,0,0,1,0,0,-1,1,-1,0,-1,1
158,0,0,0,1,1,1,0,0,0,1,-1,0,1,-1,-1,0,-1,0,-1,0,-1,-1,0,1,-1,0,-1,-1,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
159,0,0,0,1,0,-1,-1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,-1,0,0,0,0,1,0,0,-1,-1,0,-1,1,0,-1,0,0,-1,1,0,0,0,1,0,0,-1,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,0,1,1
160,0,1,0,0,0,0,0,-1,0,-1,-1,0,0,0,-1,0,0,0,0,1,1,0,0,-1,1,-1,0,0,0,0,0,0,1,0,1,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,1,0,0,0,0,0
161,-1,0,0,-1,0,0,0,1,-1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,1,1,0,0,0,-1,-1,-1,-1,0,1,0,-1,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,0
162,0,1,-1,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0,0,-1,0,-1,-1,0,0,-1,0,0,-1,0,0,0,0,0,-1,0,1,1,0,0,1,1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,1,1,0,0,0
163,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,1,-1,0,0,1,0,0,-1,1,-1,0,0,0,0,-1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,-1,0,0,0,-1,0,0,-1,0,0,0,-1,0,-1,0,0,0,0
164,-1,0,0,-1,0,-1,0,0,0,-1,-1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,-1,0,0,0,-1,1,0,-1,0,0,0,0,0,1,0,0,0,-1,0,0,-1,1,0,0,0,0,0,1,0,-1
165,0,0,1,0,0,0,-1,0,0,-1,0,0,1,0,1,0,0,1,0,-1,1,-1,0,0,0,1,0,0,0,-1,0,0,0,-1,1,0,1,0,1,0,0,1,0,0,-1,-1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
166,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,-1,-1,0,-1,0,0,0,1,0,0,0,1,0,0,0,0,-1,1,1,0,0,0,-1,0,0,0,1,-1,0,1,0,0,1,1,1,0,1,0,0,-1,0,-1,0,0,0,0
167,1,0,0,0,0,-1,1,0,0,0,0,-1,-1,-1,0,0,0,0,0,-1,1,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,0,1,0,0
168,0,0,1,0,0,0,0,0,0,1,-1,0,0,0,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,1,0,0,-1,0,0,0,0,0,0,-1,1,0,1,-1,1,0,0,0,1,0,0,0,-1
169,0,0,0,-1,0,-1,0,0,0,1,0,1,1,1,-1,0,0,0,0,-1,0,0,-1,0,0,0,-1,0,0,0,0,0,-1,0,-1,0,0,1,0,0,0,1,0,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-1,1,0,0
170,1,-1,0,-1,0,1,-1,0,-1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-1,-1,0,-1,0,-1,-1,0,0,0,0,-1,-1
171,0,-1,0,0,0,0,0,0,-1,1,0,0,0,-1,0,1,0,0,0,0,0,0,0,-1,-1,-1,0,1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,0,0,1,-1,0,0,-1,-1,0,-1,0,0,0,1,1,1
172,1,0,-1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,-1,1,-1,0,0,-1,1,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,-1,0,-1,0,-1,-1,0,1,0,0,0,1,0,0,0,0,0,-1,0,0,1,0,1
173,0,0,0,0,1,0,0,1,0,-1,-1,0,0,0,0,0,1,0,0,1,0,-1,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,-1,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,0,0,0,0
174,0,0,1,0,0,-1,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,-1,-1,0,0,0,-1,0,0,1,-1,0,0,0,1,0,0,-1,1,-1,0,0,0,-1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
175,0,0,1,0,1,0,-1,0,0,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-1,1,0,1,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,1,0,0,-1,0,0,0,1,0,0,0,1,-1,0,-1
176,-1,1,0,0,0,0,0,-1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,-1,0,0,0,1,0,1,1,0,0,0,0,-1,-1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,-1,0,-1,0,0,0,0,0,1,0,0
177,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,-1,1,1,-1,1,0,0,1,-1,0,1,0,1,0,1,1,1,0,1,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,-1,1,0
178,-1,-1,0,0,-1,0,0,-1,-1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,-1,0,-1,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,-1,0,0
179,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-1,0,0,0,0,0,-1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0
180,0,1,-1,0,1,0,1,-1,0,0,0,0,1,-1,0,0,-1,0,-1,0,0,0,0,0,-1,0,1,0,0,0,0,0,-1,0,0,0,-1,0,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,-1,-1,1,-1
181,0,0,0,1,0,1,-1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,-1,1,0,0,0,0,0,1,0,0,0,0,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,0,-1,-1
182,0,0,1,1,1,-1,0,-1,0,-1,-1,0,-1,0,0,0,0,1,0,-1,0,0,0,0,0,1,1,-1,-1,1,1,0,0,0,1,1,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,1,0,0,0,0,-1
183,0,0,0,0,0,0,0,-1,0,0,0,-1,0,1,0,0,1,-1,0,0,0,1,-1,-1,0,1,-1,1,-1,1,-1,0,0,1,0,0,0,0,1,1,1,0,0,-1,-1,0,-1,0,1,0,0,1,0,0,-1,0,-1,0,-1,-1,0,-1,0,1
184,1,1,-1,-1,0,0,0,0,-1,0,0,0,0,1,0,-1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,1,1,0
185,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-1,0,-1,1,0,0,0,0,0,1,-1,1,-1,0,0,1,1,1,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,1,0,0,0,1,-1,-1,0,0,1,0,1,1,0,0,0,0
