PEAK,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
88,1,0,0,1,-1,0,1,1,-1,0,-1,1,0,0,0,1,-1,0,1,0,0,-1,1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,-1,1,0,0,0,0,0,-1
89,1,-1,-1,0,1,0,0,-1,0,0,0,1,-1,1,0,1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-1,0,0,0,0,0,-1,-1,0,0,0,-1,1,0,-1,0,0,0,-1,0
90,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,1,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,-1,1,-1,1,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,-1,0,0,0,1,0
91,0,0,0,0,0,-1,0,1,0,1,1,1,0,0,0,0,-1,-1,-1,1,1,0,1,0,0,0,0,0,-1,0,0,0,0,0,-1,0,-1,-1,0,0,0,-1,-1,0,1,0,1,1,0,0,-1,-1,0,1,0,0,0,-1,-1,0,-1,-1,0,0
92,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,1,0,0,0,0,0,1,1,0,0,-1,1,-1,0,0,0,0,-1,1,1,0,1,-1,0,0,1,1,0,0,1,1,0,0,0,-1
93,1,-1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
94,1,0,0,0,1,1,0,0,-1,0,0,0,0,0,0,-1,1,1,0,0,1,0,-1,-1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
95,-1,0,0,0,0,-1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-1,0,-1,0,0,-1,0,1,0,0,1,0,-1,0,0,0,1,0,-1,0,1,0,1,0,-1,0,0,0,0,0,1,1,1,0,0,0,0,1,0
96,-1,0,0,1,0,0,1,-1,0,0,-1,-1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,-1,0,1,0,1,0,0,0,1,0,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,1,0,0,0,0
97,1,0,0,1,0,-1,0,1,0,0,0,-1,0,0,-1,0,1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,0,0
98,1,0,1,0,0,0,0,-1,-1,0,1,-1,0,0,0,0,-1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,-1,0,0,1,-1,0,0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,1,0,0,0,-1,0,-1,0
99,-1,1,0,0,0,0,-1,0,1,0,-1,0,-1,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,0,0,-1,1,0,1,-1,1,-1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
100,1,0,0,0,0,1,-1,1,0,0,-1,0,0,-1,0,0,0,0,-1,0,1,0,1,0,-1,0,-1,1,0,1,1,0,-1,0,0,0,-1,-1,0,1,-1,0,0,0,0,0,0,1,-1,-1,-1,0,0,0,1,0,0,0,-1,-1,1,1,-1,-1
101,0,0,0,0,0,-1,0,0,0,-1,0,1,0,-1,1,-1,-1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,1,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,0
102,0,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,-1,0,-1,0,1,-1,0,-1,0,0,-1,0,1,0,-1,-1,0,0,0,0,-1,1,-1,1,0,-1,-1,0,1,0,0,0,1,0,1,1,0,0,0
103,0,0,0,1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,-1,0,0,0,0,-1,1,1,0,0,-1,0,0,1,1,0,0,1,0,-1,1,0,-1,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0
104,0,0,0,-1,0,0,0,-1,1,0,0,0,0,0,-1,-1,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,-1,0,-1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
105,0,-1,0,1,-1,0,0,0,1,0,0,1,0,0,0,0,-1,0,1,-1,0,0,1,0,0,-1,-1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
106,0,0,-1,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,-1,-1,0,0,-1,0,0,1,1,1,-1,0,0,1,0,-1,1,-1,0,0,-1,-1,0,0,0,0,0,1,-1,0,0,0,0,0,-1,-1,1,0,0,-1,0,0,0,0,0,0,0,0
107,-1,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,1,0,0,1,-1,-1,0,0,1,-1,0,0,-1,-1,-1,0,1,0,1,0,0,0,0,-1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,-1,0,1
108,0,0,0,1,-1,0,1,1,0,1,0,-1,0,0,1,0,0,0,0,0,0,0,1,1,-1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
109,0,0,0,1,1,0,0,-1,0,-1,0,-1,-1,0,0,0,0,0,-1,0,1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,1,-1,0,0,1,0,-1,0,0,0,0,0,0,0,1,0,-1,-1,-1,0,0,0,-1,0,0,0,0,0,0,-1
110,0,0,1,-1,-1,-1,-1,1,1,0,0,-1,0,0,0,-1,0,0,0,0,1,0,-1,1,0,0,0,0,-1,1,-1,0,0,0,-1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,-1,1,0,1,0,0,0,-1,-1,1,1,1,0,-1
111,0,1,0,-1,0,0,0,0,0,-1,0,1,0,0,1,-1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,-1,0,1,0,-1,-1,0,-1,0,0,-1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
112,0,-1,0,0,0,1,-1,0,-1,0,0,0,-1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,-1,1,0,0,0,-1,0,0,-1,0,0,0,0,0,1,-1,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0
113,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,1,0,1,0,-1,0,0,0,0,0,0,1,1,0,0,-1,0,-1,0,0,0,-1,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,1,0,-1,0,0,1,0,0,0,0,0,0,0
114,-1,0,1,0,1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,1,-1,0,0,-1,0,-1,0,0,0,-1,0,0,1,1,0,1,0,0,1,0,0,0,-1,-1,0,-1,0,0,0,0,0,-1,0,1,1,1,0,-1,-1
115,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,1,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,-1,0,-1
116,0,0,-1,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,-1,0,0,0,0,0,1,1,-1,0,0,-1,0,0,1,0,-1,0,0,0,-1,0,0,-1,0,0,1,0,1,-1,-1,0,0,0
117,0,-1,1,0,0,-1,1,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,0,0,0,0,-1,0,0,-1,-1,0,-1,1,0,1,0,0,0,0,0,1,0,0,-1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,-1,1,0,1,0,0
118,0,-1,0,0,-1,0,0,-1,0,-1,0,0,0,-1,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,-1,0,0,1,-1,1,-1,1,-1,-1,0,-1,-1,0,-1,1,0,1,-1,-1,0,0,0,0,-1,0,0,1,-1,0,0,1,1,0
119,-1,0,0,0,0,0,-1,-1,0,0,0,1,0,-1,0,1,0,0,-1,1,0,0,-1,-1,-1,0,0,-1,0,-1,0,1,-1,0,-1,1,0,0,-1,1,0,-1,1,0,0,-1,0,0,-1,0,0,1,0,0,0,0,-1,0,0,0,-1,0,1,0
120,0,0,0,0,0,0,0,0,1,0,-1,0,1,-1,-1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,-1,0,-1,0,0,0,0,1,0,0,0,1,-1,0,0,0,0,0,-1,0,-1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
121,0,0,0,0,0,0,1,0,1,-1,0,1,0,-1,0,-1,1,0,1,0,-1,-1,0,0,0,0,-1,0,1,0,0,0,-1,0,0,1,0,0,-1,0,1,0,0,-1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0,0,0,1,0,0,0,0
122,-1,0,0,-1,0,1,1,0,0,0,-1,0,-1,0,0,0,1,0,1,0,0,0,-1,0,0,0,0,-1,0,-1,0,0,0,1,1,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,1,0,1,0,0,-1,0,0,0,0,0,0,1,0,0
123,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,-1,-1,0,1,-1,0,-1,0,0,-1,0,0,0,1,0,0,0,-1,0,0,0,0,0,1,0,0,-1,1,0,0,-1,1,1,0,1,0,-1,0,0,-1,0,0,0,0,1,1,0
124,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,1,1,0,0,0,0,1,0,-1,1,1,0,0,0,-1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,-1,0,0,-1,0,1,-1,0,1,0,0,0,-1,0
125,0,0,1,1,1,-1,0,0,-1,0,0,0,0,0,1,-1,-1,0,1,0,1,1,0,-1,0,-1,0,-1,0,1,1,0,1,0,-1,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0
126,0,1,0,0,0,1,-1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,-1,0,-1,0,0,-1,0,-1,0,1,0,0,0,1,-1,0,0,0,1,0,-1,0,-1,-1,1,0,0,0,0,-1,0,-1,-1,1,0
127,1,0,-1,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,-1,0,1,-1,0,0,0,0,0,-1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,-1,-1,0
128,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,1,-1,0,0,-1,1,0,0,-1,-1,0,0,0,1,0,0,0,-1,0,0,-1,0,0,-1,-1
129,0,-1,-1,0,0,0,-1,0,0,1,-1,-1,0,0,0,0,0,0,0,1,-1,-1,0,1,1,-1,0,0,-1,0,0,1,0,-1,0,0,0,0,1,0,0,0,0,1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,1,0,1,-1,0,0,0
130,1,-1,1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,1,0,-1,0,0,-1,-1,0,1,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,-1,0,-1,-1,0,0,0,1,0,-1
131,1,-1,0,0,1,1,0,1,-1,0,1,0,0,0,1,1,0,0,0,0,-1,-1,0,0,0,0,0,0,-1,0,-1,0,-1,0,1,0,0,1,0,0,-1,0,0,0,0,0,0,0,-1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0
132,0,1,1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,1,1,-1,-1,0,0,0,0,0,-1,1,1,0,0,-1,1,0,0,0,1,1,0,0,-1,-1,0,1,-1,0,0,0
133,-1,0,0,1,-1,0,0,0,-1,0,0,-1,0,0,0,1,1,0,1,-1,-1,-1,0,0,0,0,-1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,1,1,0,1
134,-1,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,-1,0,-1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,1,0,0,-1
135,0,1,-1,0,-1,0,-1,0,0,-1,0,-1,1,-1,0,0,-1,-1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1,0,-1,0,0,0,0,0,-1,1,-1,0,0,0,-1
136,0,0,1,0,0,0,1,0,0,0,0,-1,0,1,-1,0,-1,0,0,0,0,-1,-1,0,0,-1,1,0,0,-1,0,0,-1,0,1,0,-1,0,0,0,0,0,-1,1,0,0,-1,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,-1,0,0
137,-1,0,1,0,1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,1,0,0,0,0,-1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-1,1,0,1,0,0,0,0,-1,0,0
138,0,0,1,0,1,0,0,-1,1,0,0,-1,0,0,0,-1,1,1,-1,0,1,0,0,0,-1,0,0,-1,1,0,1,-1,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
139,0,0,1,0,0,0,0,1,1,1,0,0,0,-1,0,1,1,0,0,0,-1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
140,0,0,-1,0,1,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,0,1,0,0,1,0,1,-1,-1,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,-1,0,0,1,0,0,-1,0
141,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,1,0,0,0,-1,0,-1,0,0,1,0,-1,0,-1,1,-1,0,-1,-1,0,0,0,-1,0,1,1,0,0,-1,1
142,0,-1,1,1,0,1,0,0,0,0,-1,0,-1,0,0,0,0,0,1,0,-1,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,0,0,0,1,1,0,0,0,-1,0,-1,0,0,1,0,0,0,-1,1,-1,1
143,1,0,0,-1,0,0,0,0,0,0,0,0,1,-1,-1,0,0,0,-1,1,-1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,-1,0,1,0,0,0,1,0,0,0,-1,1,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0
144,1,0,-1,-1,-1,-1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,-1,0,0,-1,-1,0,0,-1,0,0,0,0,-1,0,0,0,-1,0,-1,0,1,0,1,1,0,0,1,0,0,-1,1,0,0,0,-1,0,-1,0,-1,-1,0,0,0,0
145,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,1,0,0,0,1,0,0,0
146,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,-1,1,0,-1,0,0,0,0,-1,0,0,-1,-1,0,-1,-1,0,0,0,0,0,1,1,0,0,0,1,0,0,-1,0,0,0,1,-1,1,1,0,-1,1,1,0,0,0,0,0,0,0,0
147,0,0,-1,-1,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1,0,-1,1,0,0,-1,1,0,1,1,0,-1
148,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,1,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,0,0,1,1,-1,0,0,1,-1,0,-1,0,1,0,1,0
149,0,0,0,0,1,0,1,0,0,0,0,-1,1,0,-1,0,0,-1,0,1,0,0,-1,-1,0,0,0,-1,1,0,0,1,0,0,0,1,1,-1,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,-1,0,-1
150,0,0,1,0,0,0,0,0,-1,0,0,1,-1,0,0,0,1,0,0,0,1,0,1,0,1,-1,-1,-1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,-1,0,0,0,-1,1,-1,0,1,-1,1,0,0,0,0,0,1,0,0,0
151,0,-1,0,1,0,0,0,0,0,0,-1,0,-1,1,0,-1,-1,0,0,-1,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,1,-1,0,0,0,1,-1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
152,1,0,0,0,0,0,0,0,1,0,1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,1,0,0,0,-1,1,0,-1,0,0,0,0,0,0,1,0,0,1,-1,0,1,-1,0,-1,0,0,1,0,-1,1,0,0,-1,0,0,-1
153,1,0,-1,0,0,1,0,-1,0,0,0,0,-1,1,0,-1,0,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,1,0,0
154,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,-1,1,0,0,0,0,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,1,1,-1,0,-1,0,0,0,0,0,-1,0,1,1
155,1,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,0,-1,1,1,1,-1,1,0,-1,0,1,0,0,0,-1,-1,1,1,0,1,0,1,0,1,-1,0
156,0,0,0,0,-1,-1,1,1,-1,0,0,0,0,-1,0,0,0,0,0,-1,0,0,1,-1,1,1,0,0,0,0,1,0,-1,0,-1,-1,0,-1,1,0,0,0,1,0,-1,0,1,-1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
157,0,0,-1,0,-1,1,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-1,1,-1,0,-1,-1,1,-1,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
158,0,-1,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,1,1,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,0
159,0,0,0,0,0,-1,0,1,-1,0,1,0,0,-1,0,0,0,1,1,0,0,-1,-1,0,0,0,0,-1,0,0,0,-1,0,0,1,0,-1,1,0,-1,0,0,1,0,0,0,0,0,1,0,-1,-1,0,-1,0,0,1,0,0,0,0,-1,0,0
160,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1,0,0,-1,0,0,0,0,1,0,-1,-1,0,1,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,0,0,0
161,0,0,0,0,0,0,-1,-1,0,-1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,1,0,0,0,-1,1,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,-1,0,1,0,0,0,0,1,0
162,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,0,0,0,0,0,-1,-1,0,0,0,-1,0,0,1,1,0,0,0,0,1,0,0,-1,0,0,1,0,0,0,0,-1,0,0,1,-1,0,1
163,0,0,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,1,-1,-1,0,1,0,1,0,0,-1,-1,0,0,-1,-1,0,0,0,0,1,0
164,0,0,1,0,0,-1,0,0,-1,1,-1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,1,0,1,-1,0,0,0,1,1,0,0,1,1,0,1,1,-1,-1,0,0,0
165,0,0,0,-1,0,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,-1,0,0,-1,0,0,0,-1,-1,-1,1,0,-1,0,0,1,0,0,1,0,0,0,0,0,0,-1,0
166,0,0,-1,0,-1,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,1,0,1,0,-1,-1,0,-1,0,1,1,0,1,0,0,0,1,0,1,0
167,0,0,0,0,1,0,1,0,0,-1,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,1,1,1,0,-1,1,0,0,0,0,0,0,-1,1,0,0,0,-1,0,0,-1,0,1,-1,0,0,0,0,0
168,0,1,0,-1,0,1,0,0,0,-1,0,0,0,1,-1,0,0,1,1,1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,1,0,0,-1,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,1,1,-1,0,1,0,-1,1,0,0,1,0
169,0,1,1,-1,0,1,0,0,-1,0,0,-1,0,1,0,0,0,0,0,0,1,0,-1,-1,1,0,0,-1,0,0,0,-1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
170,0,-1,0,0,0,0,0,1,0,0,-1,1,0,0,-1,1,0,1,0,0,1,0,0,0,0,1,-1,1,0,-1,0,0,0,0,1,0,0,0,-1,1,0,0,-1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,-1,-1,0,-1,-1,-1,0
171,0,0,0,0,1,-1,0,0,-1,0,1,-1,-1,0,0,0,0,-1,-1,0,0,0,0,0,-1,1,-1,-1,-1,0,1,0,-1,0,0,0,0,1,1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0
172,1,0,-1,1,0,0,0,0,-1,1,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,-1,0,-1,0,-1,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,1,0,0,0,0
173,0,0,0,0,0,-1,0,0,0,1,0,-1,0,0,0,0,0,0,0,-1,1,-1,0,0,1,0,1,-1,0,0,0,0,-1,0,0,0,-1,0,-1,1,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,-1,0,0
174,0,0,0,0,1,0,0,-1,0,0,1,1,0,0,-1,0,0,-1,0,1,0,0,0,0,-1,-1,0,0,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-1,1,1,1,-1,0,0,0,0,1,1,0,0,-1,1,0,-1,1,0,1
175,1,1,-1,0,0,-1,0,1,0,0,0,0,-1,0,0,0,-1,0,0,-1,0,-1,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0
176,0,0,-1,-1,0,-1,0,1,0,0,0,-1,0,0,0,1,-1,0,0,1,1,0,0,0,1,-1,0,0,0,0,0,0,-1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,-1,0,0,1,0,-1,0,-1,1,0,1,0,1,0,0,0
177,0,1,0,1,0,0,-1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,-1,0,0,-1,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,-1,1,0,0,0,1,-1,0,0,0,1,0,-1,1,0,0,-1,0,-1,1,0
178,1,0,-1,0,1,0,0,0,0,0,-1,0,0,1,1,-1,0,0,1,0,0,1,0,0,0,0,0,0,-1,1,1,0,0,0,1,0,0,-1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,-1,0,1,0,0,0,0,0,0,0,1
179,0,0,0,1,1,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,1,1,0,0,0,-1,0,0,0,0,1,-1,0,-1,0,0,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1
180,0,0,1,0,0,1,1,0,0,0,1,0,0,1,-1,0,0,0,0,-1,0,-1,0,1,0,0,0,-1,0,0,-1,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,1,0,1,0,0,1,-1,-1,0,1,0,1,0
181,-1,0,-1,1,0,0,0,-1,-1,-1,-1,0,0,1,0,1,0,0,-1,0,0,0,-1,0,1,0,0,0,-1,0,1,1,0,0,0,1,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,1,-1,1,0,0,1,0,1,0,1,0,-1
182,0,0,0,0,-1,1,0,0,-1,0,-1,-1,0,0,0,-1,-1,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,-1,0,0,0,1,0,0,0,1,0,0,0,1,-1,0,0,0,0,-1,1,-1,-1,0,1,1,0,0,0,0,0,0,0,0
183,0,0,1,-1,1,0,0,0,0,0,0,-1,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,-1,0,0,1,-1,0,0,0,0,0,0,0,0,1,-1,1,1,1,-1,0,0,0,0,0,-1,0,-1,0,0,0,0
184,1,0,0,1,0,1,-1,1,1,0,0,0,1,0,1,1,0,0,0,-1,-1,0,0,1,0,0,-1,1,0,0,0,0,0,1,0,1,0,0,-1,1,-1,0,0,0,-1,0,0,1,1,0,0,0,-1,0,0,-1,0,0,-1,1,1,0,1,1
185,0,0,-1,-1,0,0,0,-1,0,0,1,0,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,-1,0,1,0,0,0,1,0,-1,1,0,0,0,-1,1,-1,-1,1,-1,1,0,-1,1,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,1
