PEAK,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
88,-1,1,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,1,-1,0,0,0,0,0,1,0,-1,1,0,0,1,1,-1,0,-1,-1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,-1,-1,0,0
89,1,0,-1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,1,0,1,0,-1,0,0,0,0,-1,1,0,0,0,-1,-1,0,1,0,0,0,-1,1,0,0,1,0,-1,0,0,-1,1,0,0,0,0,1,-1,-1,0,-1
90,0,-1,0,0,-1,0,0,0,0,1,0,1,0,-1,0,1,1,0,0,1,0,-1,0,0,0,1,1,0,0,-1,0,0,1,0,-1,0,-1,0,0,0,1,-1,1,0,-1,0,1,0,0,1,0,0,-1,0,1,0,-1,0,0,0,1,0,0,0
91,1,0,0,0,0,0,-1,0,-1,0,0,0,1,1,0,0,0,0,0,-1,0,0,0,0,1,0,1,0,0,0,0,0,-1,1,1,0,0,-1,0,0,0,-1,0,1,0,-1,-1,-1,-1,0,-1,0,1,0,1,0,1,0,-1,0,0,0,0,0
92,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,1,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,-1,1,-1,0,0,-1,1,0,0,0,0,0,0
93,0,0,0,-1,-1,-1,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,1,0,0,0,0,0,0,1,1,-1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0,-1,0
94,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,1,1,-1,0,0,0,1,0,-1,0,0,0,0,0,0,0,1,0,-1,0,1,0,0,0,0,0,0,0,-1,0,0,1,1,0,-1,0,1,-1,0
95,1,0,0,0,0,0,-1,1,-1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,-1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,-1,0,0,1,0,-1,0
96,0,1,0,1,0,-1,1,0,0,0,1,0,1,1,0,1,1,-1,0,1,-1,0,1,0,1,0,-1,0,0,-1,0,1,0,0,0,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,1,0,-1,0,-1,-1,0
97,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,0,1,1,0,-1,0,-1,0,0,1,1,-1,0,-1,0,1,-1,-1,0,1,-1,0,0,0,-1,0,0,1,-1,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0
98,0,0,0,0,0,1,0,0,1,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,1
99,0,0,0,1,1,0,-1,-1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,1,1,1,0,0,-1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
100,0,1,1,0,1,1,1,0,-1,0,0,-1,0,0,0,-1,1,0,-1,0,0,-1,0,0,-1,0,0,1,0,0,0,0,0,-1,1,-1,-1,0,0,0,0,1,1,0,0,-1,0,-1,0,0,0,-1,1,0,0,0,0,1,0,0,0,0,0,-1
101,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,1,-1,0,1,0,-1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-1,1,0,-1,0,0,1,0,0,-1,1,0,0
102,0,1,0,1,0,0,-1,-1,0,0,-1,-1,0,0,1,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,-1,-1,-1,0,0,0,-1,1,-1,0,0,0,0,0,1,0,-1,-1,1,-1,-1,0,0,-1,0,0
103,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,-1,0,1,0,0,0,-1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,0
104,1,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,-1,1,1,0,0,0,0,-1,0,0,0,0,-1,0,1,1,0,0,-1,0,0,1,0,-1,-1,0,0,0,0,0,1,0,1,1,-1,0,0,0,0,-1,0,-1,0,0,0,1,0,0,0
105,0,0,1,-1,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,1,1,-1,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,-1,0,0,0,1,-1,0,0,0,0
106,0,1,-1,0,0,0,0,-1,0,0,-1,0,-1,0,0,-1,0,1,1,0,-1,0,0,0,0,0,0,0,0,-1,0,1,1,0,-1,1,-1,1,0,0,1,0,0,1,1,-1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,1,0,0,-1
107,-1,1,-1,-1,0,0,1,0,-1,0,0,0,0,0,0,0,-1,1,0,0,0,-1,0,0,0,1,0,0,0,0,-1,-1,0,0,-1,0,-1,0,0,-1,0,-1,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,-1,1,0,0,0,0,0,-1,1,0,-1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,-1,0,0,1,-1,1,0,0,0,-1,0,-1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,1,0,-1,1,-1
109,0,1,0,-1,-1,-1,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1,1,0,1,1,0,1,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1,0,0,-1,0,1,1,0,-1
110,0,-1,0,0,-1,0,0,-1,-1,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,-1,-1,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,1,0,1
111,-1,0,0,0,1,0,0,0,0,0,-1,0,1,0,-1,0,0,-1,0,-1,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,-1,-1,0,0,0,0,0,0,-1,0,0,0,1,0,1,0,-1,0,0,-1,1,-1,-1,0
112,-1,0,0,-1,0,0,1,0,0,0,-1,1,0,0,-1,0,0,0,0,-1,0,1,0,0,0,0,0,0,1,0,-1,-1,1,1,1,1,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,-1,0
113,0,0,1,0,-1,0,0,0,0,1,0,0,-1,1,0,-1,-1,1,-1,0,-1,1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,1,0,0,0,0,0,0,-1,-1,-1,0,0,-1,1,-1,1,1,0,0,1,0,0,0,0,0,0,0,0
114,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,-1,-1,1,0,-1,1,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,1,-1,0,0,0,0,0,1,0,0,-1,1,0,0,0,-1,0,0,1,0,0,0,0,1,0,-1,-1,0
115,0,0,0,0,1,1,0,-1,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,1,0,1,-1,0,1,0,0,1,0,0,1,-1,0,1,0,0,1,0,0,0,0,0
116,0,0,1,0,0,-1,0,0,1,0,-1,-1,-1,-1,1,-1,0,0,1,0,0,0,1,0,0,-1,1,-1,1,0,-1,1,0,0,-1,0,0,1,0,0,-1,-1,1,1,-1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
117,0,0,-1,1,0,1,0,1,0,-1,0,0,-1,1,0,0,0,1,0,0,0,0,-1,0,-1,0,1,-1,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,-1,0,0,0,0,-1,0,1,0,-1,0,1,1,0,-1,0,0,1,1,-1,0,0
118,-1,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,1,0,1,0,0,-1,1,-1,0,1,-1,0,0,0,0,0,0,0,-1,1,0,0,0,0,1,-1,0
119,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,-1,1,0,0,0,0,-1,1,-1,0,0,1,-1,0,0,1,1,1,1,0,0,-1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0
120,1,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,-1,0,0,0,-1,0,1,1,0,1,1,1,0,1,1,0,0,0,-1,1,-1,1,0,1,0,-1,1,-1,1,0
121,-1,0,0,0,1,0,-1,0,0,0,0,-1,0,0,0,0,1,1,0,0,0,-1,0,0,1,1,0,0,0,1,1,0,-1,-1,-1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,-1,0
122,0,-1,0,0,0,-1,-1,0,0,0,-1,-1,0,1,1,0,1,0,-1,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,0,-1,0,-1,0,0
123,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,-1,1,1,0,0,-1,-1,-1,0,0,1,0,1,0,1,0,0,0,-1,0,-1,0,0,0,1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1
124,-1,0,0,1,0,-1,-1,-1,0,1,-1,0,0,1,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,1,1,0,0,-1,1,-1,0,-1,0,0,1,-1,-1,0,-1,-1,0,0,0,1,0,0,0,1,0,0,0,0,0,-1,0,0,0,-1
125,0,1,0,0,1,0,0,-1,0,-1,0,0,0,1,1,-1,0,0,0,0,-1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,1,-1,0,0,0,-1,-1,0,-1,0,1,0,0,0,0,1,0,1,0,0,1,0,-1
126,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,1,1,0,0,-1,0,1,1,-1,0,0,-1,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,-1,0,-1,0,0,1,-1,-1,0,0,0,-1,0,1
127,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,1,-1,0,1,-1,-1,0,0,0,0,-1,1,0,0,0,1,0,0,0,0,1,-1,1,1,0,0,0,1,-1,0,0
128,0,0,0,0,0,1,1,0,1,0,0,0,-1,0,0,0,0,1,0,-1,0,0,0,1,0,-1,0,0,0,0,0,0,0,-1,0,0,1,-1,0,-1,0,1,1,0,0,0,0,-1,1,0,0,0,0,0,-1,0,0,0,1,0,0,0,1,1
129,1,0,0,1,0,0,-1,0,0,0,0,0,0,-1,0,0,-1,1,0,0,0,-1,0,0,0,0,0,1,0,-1,0,0,0,0,-1,0,0,0,0,1,0,1,1,0,0,0,0,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
130,0,0,-1,-1,1,0,1,0,1,-1,0,0,-1,1,-1,0,0,1,0,0,0,0,0,1,-1,1,0,0,1,1,0,0,0,-1,0,-1,0,-1,0,-1,-1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
131,0,0,1,0,-1,0,1,1,0,0,-1,0,-1,0,-1,0,0,0,0,-1,0,1,0,1,-1,0,0,1,1,0,0,0,0,0,0,0,1,-1,0,1,1,0,1,-1,1,0,0,1,-1,0,0,1,0,0,0,-1,1,0,0,0,0,-1,0,-1
132,-1,0,0,1,-1,0,0,1,0,-1,0,0,0,1,-1,-1,0,1,0,1,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,1,1,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,-1,1,1,0,-1,-1,0,0,1
133,0,1,-1,0,0,0,0,1,-1,-1,-1,0,-1,1,1,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,-1,-1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1,0,0,1,0,0,1,0,0,0,0,0
134,0,1,0,-1,0,0,-1,0,0,-1,0,-1,0,1,0,0,1,1,0,-1,1,0,1,1,1,-1,1,0,0,-1,0,-1,0,0,1,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1
135,0,0,0,0,0,1,-1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,-1,0,-1,0,0,1,1,0,0,0,0,-1,0,0,1,0,0,0,-1,-1,0,0,0,0,0,1,1,-1,0,0,-1,0,0,0,0,1,0,1,1,0,-1
136,0,0,0,0,-1,0,0,1,0,1,0,0,0,0,1,-1,1,0,-1,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,-1,0,0,0,-1,-1,-1,0,-1,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,1,0,0,0,1
137,0,0,-1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,1,-1,0,1,0,1,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
138,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,-1,0,1,1,-1,1,0,0,-1,0,0,1,0,0,0,1,0,0,0,0,0,-1,0,0,1,0,0,0,1,-1,0,1,-1,0,0,1,0,-1,1,0,0,0
139,0,0,-1,0,0,0,0,0,1,0,0,1,0,-1,1,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,1,-1,0,0,0,-1,0,0,-1,0,-1,0,-1,0,-1,0,0,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,1,1,0
140,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,-1,-1,0,1,0,0,0,0,0,1,0,-1,-1,-1,0,1,0,1,0,0,0,0,0,-1,0,1,-1,0,0,0,0,0,0,0,0,0,-1,0,1,1
141,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,0,-1,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,1,0,0,0,-1,0,-1,0,0,0,-1,0,0,1,-1
142,1,1,1,0,0,0,0,1,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,-1,1,0,1,0,0,0,0,0,-1,0,-1,0,0,0,1,0,0,0,1,0,0,0,-1,1,0,-1,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0
143,-1,-1,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,1,0,0,0,-1,0,0,0,1,0,0,1,0,0,0,-1,0,0,0,1,0,1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,1,0,1,0,1,0
144,0,0,0,0,-1,-1,1,0,1,0,0,-1,0,-1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,0,0,0,-1,0,-1,-1,0,1,-1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
145,0,0,-1,-1,1,-1,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,1,-1,0,1,1,0,0,-1,0,0,-1,1,1,-1,0,0,-1,0,0,0,0,0,0,1,0,-1,1,1,0,0,0,0,-1,-1,-1,0,0,-1,0,0
146,0,0,1,-1,0,-1,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,-1,0,0,0,1,0,0,0,0,-1,1,0,-1
147,-1,0,-1,0,0,-1,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,-1,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,-1,-1,0,0,0,0,0,0,0,-1
148,0,0,-1,-1,0,0,1,0,0,0,0,0,1,0,0,-1,0,0,0,-1,1,0,0,1,1,0,0,-1,-1,0,1,0,-1,1,0,0,-1,0,0,0,-1,-1,0,0,0,-1,1,1,0,0,-1,0,1,0,0,-1,0,0,0,0,-1,-1,0,0
149,-1,1,1,1,0,1,0,0,1,-1,-1,1,0,0,0,0,0,0,1,1,1,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,1,-1,0,0,-1,0,-1,0,1,0,0,1,-1,1,0,0,0,0,1,0,1,0,0,1,0,-1,0
150,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,1,0,-1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,-1,0,0,0,-1,0,-1,0,0,0,0,0,-1,-1,0,0,1,0,0,0,0,0,0
151,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,-1,-1,0,0,-1,0,0,-1,0,0,-1,0,0,1,1,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0
152,-1,0,-1,0,0,-1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,-1,0,0,0,0,0,-1,-1,0,0,0,1,0,1,0,-1,1,0,0,-1,0,1,0,0,0,0,0,0,-1,0,1,0,0,0,0,0
153,1,0,-1,0,0,-1,1,1,-1,0,0,0,-1,1,-1,0,-1,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,1,0,-1,1,1,-1,0,-1,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,1,0,1,0,0,0,-1,0,0
154,0,-1,-1,0,1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,-1,0,1,0,0,1,0,1,0,1,0,-1
155,0,0,0,0,0,-1,0,0,-1,0,1,0,0,0,0,1,0,-1,0,0,0,0,1,0,0,1,0,-1,0,1,0,0,-1,0,-1,0,0,1,0,-1,0,0,0,-1,0,0,1,-1,1,-1,1,0,0,0,-1,1,0,-1,0,0,0,0,-1,-1
156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,-1,0,0,0,-1,0,0,0,0,1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0
157,0,0,0,1,0,-1,1,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,1,-1,-1,0,0,0,-1,0,0,0,-1,-1,0,0,1,-1,0,0,0,0,0,0,0,0,-1,1,0,0,-1,0,0,0,0,1
158,1,0,-1,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,0,0,-1,-1,0,0,-1,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,1,0,1,-1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
159,-1,1,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,0,0,1,-1,0,1,1,0,-1,1,-1,0,1,0,0,0,-1,-1,1,0,0,0,-1,1,0,-1,-1,0,0,0,0,0,0,1,0,-1
160,1,0,1,-1,-1,0,0,1,1,0,1,1,0,1,0,0,-1,0,0,1,-1,-1,1,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,-1,0,0,0,1,0,1,-1,0,-1,0,1,0,0,0,0,1,0,0,0,0,0,-1
161,1,0,0,0,1,0,0,0,1,-1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,0,1,0,-1,0,0,-1,0,0,1,-1,-1,1,0,0,-1,0,0,0,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0
162,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,-1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
163,0,0,0,0,0,-1,1,0,-1,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,-1,0,0,1,0,-1,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1,0,0,1,1,0,0,-1,1,0,-1,0,0
164,-1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,-1,1,0,0,-1,-1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,-1,1,0,0,0,1,0,0,-1,-1,-1,0,-1,0,1,1,-1,1,0,-1,-1,0,1,-1,0,0,0
165,1,0,0,0,1,0,-1,0,0,-1,-1,-1,0,-1,1,0,0,-1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,1,-1,0,-1,0,-1,0,1,0,-1,1,-1,0,0,0
166,0,0,1,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,1,0,0,0,-1,0,-1,0,0,1,0,-1,0,0,-1,0,1,0,0,-1,0,1,0,0,0,-1,0,0,1,1,0,1,0
167,0,1,0,0,0,0,0,0,0,0,-1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,-1,0,-1,1,-1,0,0,0,0,0,-1,0,1,-1,0,-1,0,0,0,1,0,0,0,0,0,0,0,1,-1,0,0,1,-1
168,0,1,-1,-1,0,-1,0,0,0,0,0,0,1,0,0,0,-1,0,1,0,-1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,-1,1,-1,0,0,0,0,-1,0,0
169,0,0,0,1,0,0,0,1,1,0,0,0,0,-1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,-1,0,0,0,-1,0,1,0,1,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0
170,0,0,0,0,-1,1,0,1,0,1,0,0,-1,0,0,0,0,-1,1,-1,0,-1,-1,0,0,1,0,0,-1,0,0,0,1,0,-1,0,0,-1,0,0,1,0,1,0,0,1,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,1
171,0,0,0,0,-1,0,-1,-1,1,0,0,1,0,0,0,0,0,1,0,1,-1,0,0,1,0,0,0,0,0,0,0,-1,-1,0,1,0,-1,1,-1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,1,-1,0,1,-1,-1,-1
172,0,0,1,0,0,0,1,0,0,-1,0,0,-1,0,0,0,-1,0,-1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,-1,0,1,0,1,0,0,0,0,-1,-1,-1,-1,-1,0,1,1
173,0,-1,-1,-1,0,0,0,1,-1,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,-1,0,0,1,0,1,-1,0,0,0,-1,-1,0,0,-1,0,0,0,-1,1,0,0,0
174,0,0,-1,0,0,0,0,0,0,0,-1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,-1,0,-1,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,-1,1,0,0,-1,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,1,0,-1,0,1,0,1,0,0,1,-1,-1,0,-1,0,0,-1,-1,0,-1,0,0,-1,-1,0,1,0,0,1,-1,1,0,0,-1
176,0,0,-1,1,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,-1,1,0,0,0,1,0,0,1,1,-1,0,1,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,-1,-1,1,-1,-1,0,0,0,0,0,0,0,0,1
177,0,0,0,0,1,-1,1,0,0,-1,0,0,-1,0,0,1,0,1,0,1,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,1,0,0,1,-1,1
178,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,-1,1,0,0,1,0,-1,0,-1,0,0,-1,1,1,0,0,0,0,1,-1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,-1
179,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,1,0,0,-1,0,0,0,-1,0,-1,0,-1,-1,0,0,-1,-1,-1,0,1,0,-1,0,0,0,0,1,1,1,0,0,0,-1,0,0,1,0,1,0,0,1,0,-1,0,-1,0,0,0
180,0,1,0,0,0,0,-1,0,1,0,0,0,1,1,0,0,1,0,0,0,-1,1,0,0,0,-1,1,0,0,-1,1,0,1,-1,-1,1,1,1,0,-1,-1,0,-1,-1,0,0,-1,-1,0,0,1,0,0,-1,0,-1,0,0,-1,0,1,0,0,-1
181,1,0,-1,0,0,0,0,0,-1,0,0,0,1,1,0,0,0,-1,0,0,0,0,1,0,1,0,0,0,-1,0,0,0,0,0,-1,0,0,1,-1,1,0,-1,-1,0,1,-1,0,0,1,-1,0,-1,0,1,0,0,0,0,0,1,0,-1,0,-1
182,0,0,0,1,0,0,0,-1,0,-1,0,0,0,1,0,-1,-1,0,0,-1,0,0,0,0,-1,0,1,0,0,0,0,-1,0,0,-1,-1,0,-1,-1,0,0,1,0,0,0,1,0,0,0,1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0
183,0,0,0,0,0,-1,-1,0,0,-1,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,-1,1,0,0,0,1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,1,1
184,-1,0,-1,0,-1,-1,0,0,1,0,0,-1,0,0,0,1,-1,1,1,-1,0,0,1,-1,0,0,0,-1,0,0,0,1,-1,1,1,1,1,-1,0,1,1,0,0,1,0,0,0,-1,0,-1,-1,0,0,-1,0,0,0,1,-1,-1,1,0,0,-1
185,-1,1,1,0,1,0,0,0,0,0,-1,0,-1,0,0,1,0,-1,1,0,1,0,0,0,1,0,-1,0,-1,0,0,0,-1,0,0,-1,0,0,1,0,0,1,1,0,-1,0,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0
